Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Czech Republic	Agriculture, hunting and related service activities	1	0	0
					Luxembourg	Agriculture	1	0	0
					Ecuador	Other Business	1	0	0
Uganda	Petroleum, Chemical and Non-Metallic Mineral Products	334	7	15.4	Kenya	Quarrying and Mining	334	7	15.4
India	Trade	831	16	15.3	Singapore	Other business & technical services	563	1	5.9
					Bangladesh	Agriculture	147	8	4.1
					Jordan	Mining and Quarrying	103	0	1.4
					Nepal	Agriculture	48	1	0.9
					Bhutan	Transport	53	0	0.8
					Vanuatu	Transport	40	5	0.7
					Nepal	Transport	29	0	0.4
					South Africa	Businessactivities	21	1	0.3
					Nepal	Mining and Quarrying	18	1	0.2
					Bhutan	Mining and Quarrying	12	1	0.2
					Israel	Photographic activities and other business activities n.e.c.	13	1	0.2
					Afghanistan	Agriculture	4	0	0
					Bhutan	Agriculture	4	0	0
					Switzerland	Land transport, transport via pipelines, Water transport, Air transport	4	0	0
					Bahrain	Transport	3	0	0
					Cote dIvoire	Agriculture	2	0	0
					Kuwait	Business services except machinery & equipment rental & leasing	1	0	0
Brazil	LPG	367	144	15.3	Bolivia	SERVICES TO BUSINESSES	362	144	13.8
					Bolivia	CRUDE OIL AND NATURAL GAS	29	5	1
					Bolivia	TRANSPORT AND STORAGE	34	5	0.5
USA	Wholesale trade	776	20	15	Singapore	Other business & technical services	578	2	10
					Trinidad and Tobago	Mining and Quarrying	61	1	1.5
					Venezuela	Crude oil and natural gas	71	4	1.3
					Liberia	Agriculture	63	0	0.8
					Canada	Mining and quarrying (energy)	22	12	0.4
					Canada	Other Business Activities	18	1	0.2
					Gabon	Mining and Quarrying	10	0	0.2
					Ecuador	Other Business	7	0	0.1
					Canada	Agriculture, hunting, forestry and fishing	7	1	0.1
					Nigeria	Mining and Quarrying	6	0	0.1
					Fiji	Fishing	6	0	0.1
					Trinidad and Tobago	Construction	5	0	0.1
					Kuwait	Business services except machinery & equipment rental & leasing	3	0	0
					Iraq	Mining and Quarrying	3	0	0
					Costa Rica	Fishing	2	0	0
					Panama	Fishing	2	0	0
					Algeria	Mining and Quarrying	2	0	0
					Trinidad and Tobago	Fishing	1	0	0
					Angola	Mining and Quarrying	1	0	0
					Mexico	Services related to agriculture and forestry	1	0	0
					Israel	Photographic activities and other business activities n.e.c.	1	0	0
					South Africa	Businessactivities	1	0	0
Japan	Wholesale trade	738	3	14.8	Kuwait	Business services except machinery & equipment rental & leasing	269	2	8.1
					Singapore	Other business & technical services	563	1	6.5
					Brunei	Transport	5	0	0.1
					Qatar	Transport	3	0	0
					South Africa	Businessactivities	2	0	0
					Papua New Guinea	Agriculture	1	0	0
					Chile	Business service activities	1	0	0
Ireland	Public administration and defence services, compulsory social security services	739	6	14.3	Singapore	Other business & technical services	599	4	11.4
					UK	Hunting, trapping and game propagation, including related service activities	125	0	2.4
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	19	2	0.3
					UK	Animal husbandry service activities, except veterinary activities	10	0	0.1
					Israel	Photographic activities and other business activities n.e.c.	10	0	0.1
China	Electronic computer	666	6	14.1	Singapore	Other business & technical services	598	4	10.7
					Kuwait	Business services except machinery & equipment rental & leasing	140	1	2.5
					Sweden	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	21	2	0.3
					Hong Kong	machinery and equipment	16	0	0.2
					Malta	Manufacture of radio, television and communication equipment and apparatus	10	0	0.1
					Israel	Photographic activities and other business activities n.e.c.	9	0	0.1
					South Korea	Crude petroleum and natural gas	7	0	0.1
					Israel	Extraction of crude petroleumand natural gas	4	0	0.1
					Indonesia	Semiconductors and integrated circuits	2	0	0
					Hong Kong	trade and transport	2	0	0
					North Korea	Mining and Quarrying	2	0	0
Japan	Slaughtering and meat processing	484	144	14.1	Tanzania	Agriculture	263	62	8.3
					Madagascar	Agriculture	172	51	3
					Papua New Guinea	Agriculture	52	23	1.8
					Canada	Agriculture, hunting, forestry and fishing	48	10	0.8
					Burkina Faso	Agriculture	10	0	0.1
					Chile	Extractive Fishery	6	0	0.1
					Ethiopia	Agriculture	1	0	0
Russia	Other community, social & personal services	157	39	13.9	Belarus	Construction	73	19	6
					Belarus	Transport	75	9	2.4
					Belarus	Fishing	91	27	2.3
					Belarus	Education, Health and Other Services	49	13	1.7
					Belarus	Mining and Quarrying	28	4	0.8
					Belarus	Petroleum, Chemical and Non-Metallic Mineral Products	13	1	0.2
					Belarus	Electricity, Gas and Water	9	1	0.2
					Belarus	Agriculture	6	1	0.1
					Tajikistan	Transport	6	0	0.1
					Kyrgyzstan	Fishery and fish breeding	4	0	0
					Belarus	Electrical and Machinery	2	0	0
					Belarus	Retail Trade	2	0	0
					Ukraine	Gas & Gas Products	1	0	0
Brazil	Chicken and other bird meat	491	107	13.8	Argentina	Agricultural services	470	101	12.3
					Argentina	Cereals, oilseeds and forage	70	19	1
					Paraguay	AGRICULTURE	22	5	0.3
					Bolivia	SERVICES TO BUSINESSES	10	3	0.2
					Paraguay	BUSINESS SERVICES	2	1	0
Russia	Land transport, transport via pipelines	169	39	13.8	Belarus	Construction	73	19	4.8
					Belarus	Fishing	91	27	2.8
					Belarus	Transport	75	9	2.8
					Belarus	Education, Health and Other Services	48	13	1.2
					Belarus	Mining and Quarrying	28	4	0.7
					Belarus	Electrical and Machinery	55	3	0.7
					Belarus	Petroleum, Chemical and Non-Metallic Mineral Products	13	1	0.2
					Belarus	Electricity, Gas and Water	9	1	0.2
					Belarus	Retail Trade	13	1	0.2
					Belarus	Agriculture	5	0	0.1
					Tajikistan	Transport	6	0	0.1
					Kyrgyzstan	Fishery and fish breeding	4	0	0.1
					Georgia	Real estate, renting and business activities	1	0	0
Saudi Arabia	Retail Trade	546	5	13.6	Yemen	Fishing	455	4	6.8
					Oman	Fishing	295	2	3.7
					Bahrain	Fishing	173	0	2.1
					Syria	Agriculture	49	0	0.7
					Yemen	Agriculture	18	0	0.3
Malaysia	Radio, TV & com. equipment	600	4	13.6	Singapore	Other business & technical services	599	4	13.5
					Kuwait	Business services except machinery & equipment rental & leasing	2	0	0
					Israel	Photographic activities and other business activities n.e.c.	1	0	0
USA	Air transportation 	360	33	13.6	Trinidad and Tobago	Mining and Quarrying	100	5	3.7
					Venezuela	Crude oil and natural gas	91	6	3
					Trinidad and Tobago	Construction	116	7	1.5
					Saudi Arabia	Mining and Quarrying	107	0	1.4
					Canada	Mining and quarrying (energy)	36	19	1
					Iraq	Mining and Quarrying	44	0	0.7
					Oman	Mining and Quarrying	50	0	0.5
					Nigeria	Mining and Quarrying	24	0	0.4
					Gabon	Mining and Quarrying	20	0	0.4
					Mexico	Petroleum & gas extraction	27	0	0.3
					Angola	Mining and Quarrying	13	0	0.2
					Algeria	Mining and Quarrying	10	0	0.1
					DR Congo	Mining and Quarrying	3	0	0
					Canada	Other Business Activities	2	0	0
					Trinidad and Tobago	Electricity, Gas and Water	2	0	0
					Ecuador	Other Business	1	0	0
					Kuwait	Crude petroleum & Natural gas production	1	0	0
Mauritius	Lodging, food and beverage serving services 	763	80	13.5	Madagascar	Fishing	702	61	12.4
					Seychelles	Fishing	77	19	1.1
					Madagascar	Agriculture	3	0	0
China	Sawmills and fibreboard	625	45	13.5	Laos	Agriculture	487	29	6.7
					Gabon	Agriculture	101	14	3.7
					Cambodia	Agriculture	55	3	0.7
					Ethiopia	Agriculture	37	0	0.5
					Germany	Forestry	28	1	0.5
					Myanmar	Agriculture	27	0	0.4
					Papua New Guinea	Agriculture	15	0	0.3
					Cameroon	Agriculture	12	1	0.2
					Indonesia	Forestry	11	0	0.2
					Viet Nam	Forestry	11	2	0.2
					Philippines	Forestry	9	0	0.2
					Thailand	Silk Worm	2	0	0
					Taiwan	Forestry	1	0	0
					Madagascar	Agriculture	1	0	0
					Russia	Agriculture, hunting, forestry and fishing	1	0	0
Australia	Computer and technical services	602	4	13.3	Singapore	Other business & technical services	599	4	13.2
					South Africa	Businessactivities	5	0	0.1
					New Zealand	Services to agriculture, hunting and trapping	3	0	0
UK	Processing and preserving of fruit and vegetables not elsewhere classified	738	97	13.2	Seychelles	Fishing	649	69	8.6
					Ireland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	119	28	2.4
					Iceland	Fishing	54	9	2.1
					Maldives	Fishing	4	0	0
					Ireland	Agriculture, hunting and related service activities	1	0	0
					France	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
					Denmark	Fishing	1	0	0
					Germany	Fishing	1	0	0
					Senegal	Fishing	1	0	0
South Africa	Beverages and tobacco products	604	17	13.1	Mozambique	Fishing	496	13	7.8
					Malawi	Agriculture	115	3	2.2
					Zambia	Agriculture	101	2	2
					Mozambique	Agriculture	86	2	1.1
Thailand	Residential Building Construction	751	52	13.1	Laos	Agriculture	487	29	6.8
					Laos	Wood and Paper	216	28	3.4
					Laos	Transport	92	8	1.4
					Myanmar	Mining and Quarrying	109	0	1.2
					Laos	Mining and Quarrying	19	1	0.3
					Laos	Electricity, Gas and Water	7	2	0.1
Malaysia	Electricity & gas	599	4	12.9	Singapore	Other business & technical services	599	4	12.9
Iraq	Food & Beverages	475	6	12.8	Iran	Agricultural & animal husbandry service activities	378	2	9.3
					Jordan	Agriculture	115	4	2.4
					Jordan	Fishing	36	0	0.6
					Lebanon	Agriculture	20	0	0.3
					Iran	Fishing	17	0	0.2
UK	Re-import	494	5	12.8	Mauritius	Other business activities 	411	3	9.7
					South Africa	Businessactivities	122	1	1.5
					Ireland	Agriculture, hunting and related service activities	19	0	0.4
					Iceland	Fishing	16	1	0.3
					Singapore	Other business & technical services	15	0	0.2
					Ireland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	16	0	0.2
					Ireland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	10	0	0.2
					Seychelles	Fishing	9	0	0.1
					Kuwait	Business services except machinery & equipment rental & leasing	5	0	0.1
					Israel	Photographic activities and other business activities n.e.c.	5	0	0.1
					Cyprus	Agriculture	3	0	0
					Netherlands	Agriculture, hunting and related service activities	2	0	0
					Ireland	Forestry, logging and related service activities	1	0	0
					Norway	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	1	0	0
					Latvia	Forestry, logging and related service activities	1	0	0
					Mauritius	Sugar Cane 	1	0	0
Germany	Retail trade and repairs	703	4	12.5	Singapore	Other business & technical services	572	1	7.5
					Israel	Photographic activities and other business activities n.e.c.	331	1	4.3
					UK	Hunting, trapping and game propagation, including related service activities	34	0	0.4
					South Africa	Businessactivities	21	1	0.3
					Syria	Mining and Quarrying	3	1	0
					France	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Finland	Forestry, logging and related service activities	2	0	0
					Austria	Forestry, logging and related service activities	1	1	0
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	1	0	0
USA	Automobile manufacturing 	442	39	12.4	Liberia	Agriculture	122	8	5.3
					Canada	Other Business Activities	141	15	2.3
					Chad	Agriculture	77	2	1.1
					Haiti	Transport	60	2	0.7
					Haiti	Agriculture	30	9	0.6
					Mexico	Forest planning	20	0	0.4
					South Africa	Businessactivities	21	1	0.3
					Haiti	Mining and Quarrying	15	2	0.2
					Singapore	Other business & technical services	15	0	0.2
					Israel	Photographic activities and other business activities n.e.c.	13	0	0.2
					Haiti	Textiles and Wearing Apparel	12	2	0.2
					Trinidad and Tobago	Mining and Quarrying	10	0	0.2
					Guinea	Mining and Quarrying	10	0	0.1
					Venezuela	Crude oil and natural gas	9	0	0.1
					Madagascar	Agriculture	7	0	0.1
					Gabon	Mining and Quarrying	6	0	0.1
					Mexico	Services related to agriculture and forestry	6	0	0.1
					Kuwait	Business services except machinery & equipment rental & leasing	5	0	0.1
					Canada	Mining and quarrying (energy)	2	0	0
					Malta	Manufacture of radio, television and communication equipment and apparatus	2	0	0
					Switzerland	Renting of machinery and equip-ment with-out operator and of personal and household goods, Other business activities	2	0	0
					Chile	Forestry	2	0	0
					Mexico	Manufacture of transport equipment	1	1	0
					Hong Kong	forestry	1	0	0
					Philippines	Forestry	1	0	0
					Canada	Rubber & plastics products	1	0	0
Thailand	Distilling Blending Spirits	398	3	12.4	Myanmar	Mining and Quarrying	353	1	10.6
					Yemen	Mining and Quarrying	110	0	1.8
					Laos	Agriculture	0	2	0
Brazil	Milk products	479	103	12.4	Argentina	Agricultural services	470	101	11.6
					Argentina	Cereals, oilseeds and forage	35	8	0.5
					Bolivia	SERVICES TO BUSINESSES	10	3	0.2
					Paraguay	AGRICULTURE	10	1	0.1
					Paraguay	BUSINESS SERVICES	1	0	0
India	Miscellaneous food products	325	19	12.3	Nepal	Agriculture	163	9	6
					Afghanistan	Agriculture	95	4	2.7
					Nepal	Fishing	97	8	2
					Mozambique	Agriculture	85	1	1
					Myanmar	Agriculture	20	0	0.3
					Pakistan	Agriculture	8	0	0.1
					Sri Lanka	Agriculture	5	0	0.1
					Ghana	Agriculture	2	0	0
					Bhutan	Mining and Quarrying	1	0	0
					Nepal	Transport	1	0	0
					Bhutan	Agriculture	1	0	0
China	Electricity and steam production and supply 	580	39	12.1	South Korea	Crude petroleum and natural gas	288	36	4.9
					Oman	Mining and Quarrying	197	0	2.7
					Yemen	Mining and Quarrying	125	0	2.6
					Tanzania	Mining and Quarrying	99	1	1.4
					Angola	Mining and Quarrying	21	0	0.3
					Congo	Mining and Quarrying	7	0	0.1
					Gabon	Agriculture	4	0	0.1
					North Korea	Mining and Quarrying	3	1	0
					Laos	Agriculture	0	2	0
					Singapore	Other business & technical services	2	0	0
					Viet Nam	Cude oil, natural gas (except exploration)	1	0	0
					Mongolia	Mining and Quarrying	1	0	0
Malaysia	Rubber primary products	381	24	12.1	Cambodia	Agriculture	315	22	10.2
					Myanmar	Agriculture	51	1	0.7
					Philippines	Forestry	42	1	0.6
					Thailand	Silk Worm	22	0	0.3
					Liberia	Agriculture	10	0	0.2
					Thailand	Coffee and Tea	1	1	0
					Singapore	Other business & technical services	2	0	0
					Singapore	Other agriculture	1	0	0
Japan	Tobacco	395	78	12.1	Tanzania	Agriculture	263	62	5.9
					Malawi	Agriculture	171	10	3.4
					Sri Lanka	Agriculture	122	9	2.1
					Taiwan	Forestry	53	4	0.8
					Thailand	Other Forestry Products	2	1	0
					Philippines	Forestry	1	0	0
USA	Vegetable and melon farming	586	50	12.1	Mexico	Services related to agriculture and forestry	584	50	12
					Liberia	Agriculture	2	0	0
China	Crop cultivation	441	30	11.7	Yemen	Mining and Quarrying	125	0	2.4
					South Korea	Crude petroleum and natural gas	76	10	2.2
					North Korea	Agriculture	80	17	1.5
					Myanmar	Agriculture	67	1	1.3
					Oman	Mining and Quarrying	63	0	1.1
					Laos	Agriculture	71	6	1.1
					Gabon	Agriculture	52	0	0.7
					Chile	Business service activities	49	0	0.5
					Angola	Mining and Quarrying	20	0	0.3
					Singapore	Other business & technical services	15	0	0.2
					Congo	Mining and Quarrying	6	0	0.1
					Kyrgyzstan	Fishery and fish breeding	4	0	0.1
					New Zealand	Services to agriculture, hunting and trapping	3	0	0
					North Korea	Mining and Quarrying	2	0	0
					Mongolia	Agriculture	2	0	0
					Thailand	Silk Worm	2	0	0
					Chile	Oil Extraction	1	0	0
					Viet Nam	Cude oil, natural gas (except exploration)	1	0	0
					Turkmenistan	Agriculture	1	0	0
Italy	Leather and leather products	420	62	11.7	Ethiopia	Textiles and Wearing Apparel	345	60	9.1
					Bosnia and Herzegovina	Agriculture	64	2	1.1
					Tunisia	Agriculture	39	0	0.5
					Albania	Agriculture	16	0	0.3
					Senegal	Agriculture	11	0	0.2
					Bulgaria	Agriculture	10	1	0.2
					Mauritania	Agriculture	5	0	0.1
					Romania	Agriculture, hunting and related service activities	5	0	0.1
					Ethiopia	Fishing	5	0	0.1
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	3	0	0
