Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Botswana	Electricity, Gas and Water	6	0	0.1
					Botswana	Mining and Quarrying	4	0	0.1
Iran	Road transport services of freight	242	5	19.5	Iran	Extraction of crude petrolum & natural gas	242	5	19.5
Saudi Arabia	Petroleum, Chemical and Non-Metallic Mineral Products	680	11	19.5	Saudi Arabia	Petroleum, Chemical and Non-Metallic Mineral Products	614	11	13.6
					Saudi Arabia	Electricity, Gas and Water	328	1	3.5
					Saudi Arabia	Transport	64	4	1
					Saudi Arabia	Agriculture	37	0	0.7
					Syria	Agriculture	37	0	0.6
					Yemen	Agriculture	13	0	0.2
Italy	Education services	516	116	19.5	Italy	Education	516	116	19.5
					Italy	Electricity, gas, steam and hot water supply	1	0	0
					Italy	Agriculture, hunting and related service activities	1	0	0
Taiwan	Paddy Rice	651	6	19.5	Taiwan	Agricultural Services	651	6	19.5
Luxembourg	Transport	88	11	19.4	Luxembourg	Transport	88	11	19.4
					Luxembourg	Electricity, Gas and Water	1	0	0
Uruguay	Timber and other forestry products	31	1	19.4	Uruguay	Forestry	31	1	19.4
DR Congo	Petroleum, Chemical and Non-Metallic Mineral Products	976	91	19.4	DR Congo	Petroleum, Chemical and Non-Metallic Mineral Products	843	87	15.6
					DR Congo	Transport	107	11	1.8
					Kenya	Quarrying and Mining	83	0	1
					Zambia	Mining and Quarrying	16	0	0.5
					DR Congo	Agriculture	15	0	0.3
					DR Congo	Mining and Quarrying	14	0	0.2
					DR Congo	Electricity, Gas and Water	7	0	0.1
China	Air passenger transport	137	8	19.4	China	Air passenger transport	137	8	19.4
					South Korea	Crude petroleum and natural gas	1	0	0
Czech Republic	Supporting and auxiliary transport services, travel agency services	223	56	19.4	Czech Republic	Supporting and auxiliary transport activities, activities of travel agencies	199	52	10.9
					Czech Republic	Land transport, transport via pipelines	64	8	4.1
					Czech Republic	Air transport	55	10	3.3
					Slovakia	Air transport	20	2	0.8
					Czech Republic	Agriculture, hunting and related service activities	6	0	0.1
					Czech Republic	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0.1
New Zealand	Central government administration services	483	31	19.4	New Zealand	Services to agriculture, hunting and trapping	343	27	11.1
					New Zealand	Central government administration	296	8	6.4
					New Zealand	Logging	19	0	0.5
					New Zealand	Other business services	34	0	0.5
					New Zealand	Non residential building construction	37	0	0.4
					New Zealand	Air transport, services to transport and storage	11	0	0.2
					New Zealand	Oil & gas extraction	7	0	0.1
					New Zealand	Road freight transport	6	0	0.1
					New Zealand	Electricity generation	2	0	0
					New Zealand	Forestry	1	0	0
					New Zealand	Services to forestry	1	0	0
Latvia	Products of forestry, logging and related services	76	6	19.3	Latvia	Forestry, logging and related service activities	72	6	19.1
					Latvia	Agriculture, hunting and related service activities	14	0	0.2
Kyrgyzstan	Irrigation water supply	137	23	19.3	Kyrgyzstan	Irrigation water supply	137	23	19.3
Zambia	Electrical and Machinery	403	35	19.3	Zambia	Electrical and Machinery	389	33	18.2
					Zambia	Transport	49	3	0.9
					Zambia	Agriculture	6	1	0.1
					Zambia	Electricity, Gas and Water	6	0	0.1
					Zambia	Mining and Quarrying	1	0	0
					Zambia	Construction	1	0	0
Colombia	Supporting and auxiliary transport services	672	104	19.3	Colombia	Asociation and recreational services, cultural, Sports and other services	614	102	11.7
					Colombia	Transport services by air	160	7	7.5
					Colombia	Bussines services except financial services and real estate	8	0	0.1
					Colombia	Mineral coal	1	0	0
Iceland	Public Administration	158	4	19.3	Iceland	Public Administration	140	0	14.2
					Iceland	Transport	35	0	1.6
					Iceland	Mining and Quarrying	18	0	1.1
					Iceland	Construction	28	4	0.9
					Iceland	Education, Health and Other Services	26	4	0.8
					Iceland	Electricity, Gas and Water	8	0	0.5
					Iceland	Post and Telecommunications	8	0	0.1
					Iceland	Agriculture	4	0	0.1
					Suriname	Transport	2	0	0
Kazakhstan	Hosiery/Knitwear	297	41	19.3	Kazakhstan	Agriculture	297	41	19
					Kazakhstan	Hosiery/Knitwear	18	1	0.2
Gabon	Wholesale Trade	472	147	19.3	Gabon	Wholesale Trade	460	140	17.5
					Gabon	Transport	50	14	1.7
					Gabon	Electricity, Gas and Water	1	0	0
Austria	Retailtrade services, except of motor vehicles and motorcycles, repair services of personal and household goods	323	78	19.3	Austria	Retail trade, except of motor vehicles and motorcycles, repair of personal and household goods	236	48	11.7
					Austria	Construction	149	49	4.5
					Austria	Land transport, transport via pipelines	70	7	1
					Austria	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	23	5	0.5
					Austria	Air transport	21	2	0.4
					Austria	Electricity, gas, steam and hot water supply	12	2	0.4
					Austria	Forestry, logging and related service activities	22	1	0.3
					Austria	Agriculture, hunting and related service activities	7	0	0.1
					Austria	Other mining and quarrying	5	1	0.1
					Austria	Financial intermediation, except insurance and pension funding	3	0	0
					Austria	Real estate activities	3	0	0
					Austria	Wholesale trade and commission trade, except of motor vehicles and motorcycles	2	0	0
Nigeria	Transport Equipment	632	154	19.2	Nigeria	Transport Equipment	632	154	19.2
					Nigeria	Electrical and Machinery	1	0	0
Austria	Health and social work services	308	69	19.2	Austria	Health and social work	236	48	14.3
					Austria	Agriculture, hunting and related service activities	107	16	1.9
					Austria	Construction	61	19	1.5
					Austria	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	23	5	0.8
					Austria	Electricity, gas, steam and hot water supply	12	2	0.6
					Austria	Land transport, transport via pipelines	7	0	0.1
					Austria	Forestry, logging and related service activities	1	1	0
Iran	Food & beverage serving services 	453	8	19.2	Iran	Agricultural & animal husbandry service activities	358	2	8.1
					Iran	Farming of animals	87	5	4.7
					Iran	Transport via pipelines	23	0	3.8
					Iran	Land transport of passengers	27	1	0.9
					Iran	Forestry	63	0	0.9
					Iran	Extraction of crude petrolum & natural gas	36	0	0.6
					Iran	Other constructions	5	0	0.1
					Iran	Manufacture of general-purpose machinery	3	0	0
					Iran	Production, collection and distibution of electricity	1	0	0
					Iran	Farming of poultry	1	0	0
					Iran	Farming	1	0	0
Bangladesh	Wholesale Trade	379	59	19.2	Bangladesh	Wholesale Trade	352	57	17
					Bangladesh	Transport	99	4	2.2
					Bangladesh	Mining and Quarrying	2	0	0
					Bangladesh	Agriculture	1	0	0
Nicaragua	Textiles and Wearing Apparel	459	46	19.2	Nicaragua	Textiles and Wearing Apparel	405	38	10.4
					Nicaragua	Transport	101	4	3.3
					Nicaragua	Electricity, Gas and Water	79	0	2.3
					Nicaragua	Agriculture	61	13	1.7
					Nicaragua	Mining and Quarrying	36	2	1.5
Greece	Health and social work services	437	64	19.2	Greece	Health and social work	431	59	18.5
					Greece	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	23	4	0.3
					Greece	Electricity, gas, steam and hot water supply	16	0	0.2
					Greece	Construction	8	1	0.1
					Greece	Water transport	4	0	0.1
					Greece	Agriculture, hunting and related service activities	2	0	0
					Greece	Land transport, transport via pipelines	1	0	0
South Africa	Electricity	363	24	19.1	South Africa	Electricity	304	19	14.8
					South Africa	Businessactivities	177	4	2.9
					South Africa	Coal 	108	3	1.4
					South Africa	Otherconstruction	6	1	0.1
					South Africa	Transportservices	1	0	0
USA	Other amusement and recreation industries	744	103	19.1	USA	Support activities for agriculture and forestry	622	38	12.3
					USA	Other amusement and recreation industries	273	82	6.8
					USA	Fishing 	1	0	0
Iraq	Wholesale Trade	323	7	19.1	Iraq	Wholesale Trade	322	7	18.9
					Iraq	Transport	17	0	0.2
New Zealand	Standing timber	366	27	19.1	New Zealand	Services to agriculture, hunting and trapping	343	27	11.2
					New Zealand	Forestry	36	0	4.3
					New Zealand	Logging	48	0	2
					New Zealand	Services to forestry	71	24	1.4
					New Zealand	Road freight transport	14	0	0.2
Thailand	Canning of Fruits and Vegetables	833	9	19.1	Thailand	Silk Worm	833	9	19.1
Denmark	Social institutions etc. for children	326	37	19.1	Denmark	Agricultural services, landscape gardeners etc.	317	36	17.5
					Denmark	Social institutions etc. for children	75	3	1.6
					Denmark	Freight transport by road and via pipelines	1	0	0
Singapore	Semiconductors	880	60	19.1	Singapore	Semiconductors	863	60	17.1
					Kuwait	Business services except machinery & equipment rental & leasing	126	1	2
					Singapore	Other business & technical services	2	0	0
Cote dIvoire	Wholesale Trade	570	59	19.1	Cote dIvoire	Wholesale Trade	554	55	18
					Cote dIvoire	Transport	59	9	1.1
					Cote dIvoire	Mining and Quarrying	2	0	0
Bolivia	TEXTILES, CLOTHING AND LEATHER GOODS	444	174	19.1	Bolivia	TEXTILES, CLOTHING AND LEATHER GOODS	330	86	9.3
					Bolivia	SERVICES TO BUSINESSES	315	123	7.4
					Bolivia	FORESTRY, HUNTING AND FISHING	105	21	2.2
					Bolivia	TRANSPORT AND STORAGE	7	1	0.1
					Bolivia	LIVESTOCK	4	0	0.1
					Bolivia	INDUSTRIAL AGRICULTURAL PRODUCTS	3	0	0
Fiji	Textiles and Wearing Apparel	528	16	19.1	Fiji	Textiles and Wearing Apparel	459	5	9.3
					Fiji	Electricity, Gas and Water	409	0	4.3
					Fiji	Mining and Quarrying	149	0	4.1
					Fiji	Transport	54	3	0.9
					Fiji	Agriculture	22	10	0.4
Thailand	Canning Preserving of Meat	799	25	19.1	Thailand	Silk Worm	675	4	13.8
					Thailand	Agricultural Services	140	21	3.3
					Thailand	Other Livestock	106	7	1.6
					Thailand	Cattle and Buffalo	20	4	0.3
					Laos	Agriculture	0	2	0
					Thailand	Maize	0	1	0
Italy	Recreational, cultural and sporting services	246	86	19	Italy	Recreational, cultural and sporting activities	245	86	19
					Italy	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
Kyrgyzstan	Other food industry	166	28	19	Kyrgyzstan	Other food industry	99	5	5
					Kyrgyzstan	Irrigation water supply	137	23	4.4
					Kyrgyzstan	Chemicalization service	95	2	2.9
					Kyrgyzstan	Grain	68	2	2
					Kyrgyzstan	Crude Oil	17	0	0.9
					Kyrgyzstan	Hunting and Forestry	47	1	0.8
					Kyrgyzstan	Meat (live weight)	28	2	0.7
					Kyrgyzstan	Potatos	29	1	0.5
					Kyrgyzstan	Fishery and fish breeding	30	0	0.5
					Kyrgyzstan	Road transport	22	0	0.5
					Kyrgyzstan	Auxiliary transport activities	22	0	0.4
					Kyrgyzstan	Vegetables	16	0	0.2
					Kyrgyzstan	Other Agri. Services	8	0	0.1
					Kyrgyzstan	Power	2	0	0
Monaco	Public Administration	146	5	19	Monaco	Public Administration	104	1	10.9
					Monaco	Transport	35	4	2.2
					Monaco	Construction	34	4	1.8
					Monaco	Education, Health and Other Services	30	4	1.1
					Monaco	Agriculture	14	1	0.8
					Monaco	Fishing	52	2	0.7
					Monaco	Mining and Quarrying	9	0	0.4
					Monaco	Post and Telecommunications	24	0	0.3
					Monaco	Petroleum, Chemical and Non-Metallic Mineral Products	24	0	0.3
					Monaco	Electricity, Gas and Water	5	0	0.3
					Monaco	Electrical and Machinery	2	0	0
					Monaco	Wholesale Trade	2	0	0
					Monaco	Wood and Paper	1	0	0
					Monaco	Transport Equipment	1	0	0
Colombia	Other manufactured goods n.e.c.	807	47	18.9	Colombia	Bussines services except financial services and real estate	797	46	17.9
					Colombia	Fishery products	41	1	0.6
					Colombia	Petroleum, natural gas, and uranium and thorium	25	0	0.3
					Colombia	Chemicals and chemical products	8	0	0.1
					Colombia	Products of forestry, logging and related activities	1	0	0
Switzerland	Other transport equipment	308	63	18.9	Switzerland	Renting of machinery and equip-ment with-out operator and of personal and household goods, Other business activities	296	59	16.5
					Switzerland	Land transport, transport via pipelines, Water transport, Air transport	82	6	2.2
					Switzerland	Manufacture of other transport equipment	16	0	0.3
					Switzerland	Agriculture, hunting, forestry, logging, fishing,fish farming and related service activities	1	0	0
					Switzerland	Electricity, gas, steam and hot water supply, Collection, purification and distribution of water	1	0	0
Ireland	Hotel and restaurant services	891	26	18.9	Ireland	Hotels and restaurants	230	10	6.5
					Singapore	Other business & technical services	563	1	6.3
					Ireland	Agriculture, hunting and related service activities	40	11	2.2
					UK	Hunting, trapping and game propagation, including related service activities	107	0	1.4
					Ireland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	34	3	0.7
					Ireland	Supporting and auxiliary transport activities, activities of travel agencies	30	8	0.6
					Ireland	Electricity, gas, steam and hot water supply	10	1	0.5
					Ireland	Land transport, transport via pipelines	23	0	0.4
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	12	1	0.2
					Ireland	Air transport	3	0	0
					UK	Fishing 	1	0	0
					UK	Animal husbandry service activities, except veterinary activities	1	0	0
					Ireland	Manufacture of food products and beverages	1	0	0
Ukraine	Health & Recreation	328	72	18.8	Ukraine	Agriculture	295	46	8.9
					Ukraine	Health & Recreation	55	32	5.9
					Ukraine	Pharmaceuticals	84	7	1.6
					Ukraine	Medical Eguipment	84	7	1.6
					Ukraine	Transport	15	0	0.2
					Turkmenistan	Mining and Quarrying	16	0	0.2
					Ukraine	Coal	6	1	0.1
					Ukraine	Peat	6	1	0.1
					Ukraine	Gas & Gas Products	4	1	0.1
					Ukraine	Power	3	1	0.1
China	Sawmills and fibreboard	877	60	18.8	Laos	Agriculture	487	29	6.7
					China	Logging and transport of timber and bamboo	347	22	4.7
					Gabon	Agriculture	101	14	3.7
					Cambodia	Agriculture	55	3	0.7
					Ethiopia	Agriculture	37	0	0.5
					Germany	Forestry	28	1	0.5
					Myanmar	Agriculture	27	0	0.4
					China	Forestry	20	3	0.3
					China	Sawmills and fibreboard	21	2	0.3
					Papua New Guinea	Agriculture	15	0	0.3
					Cameroon	Agriculture	12	1	0.2
					Indonesia	Forestry	11	0	0.2
					Viet Nam	Forestry	11	2	0.2
					Philippines	Forestry	9	0	0.2
					Thailand	Silk Worm	2	0	0
					Taiwan	Forestry	1	0	0
					Madagascar	Agriculture	1	0	0
					Russia	Agriculture, hunting, forestry and fishing	1	0	0
Albania	Electricity, Gas and Water	376	38	18.8	Albania	Electricity, Gas and Water	295	29	9.6
					Albania	Mining and Quarrying	36	7	6.4
					Albania	Transport	136	6	2.9
Romania	Public administration and defence services, compulsory social security services	337	57	18.8	Romania	Public administration and defence, compulsory social security	259	40	13.1
					Romania	Forestry, logging and related service activities	95	10	1.9
					Romania	Land transport, transport via pipelines	70	7	1.4
					Romania	Agriculture, hunting and related service activities	59	7	1
					Romania	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	28	6	0.6
					Romania	Electricity, gas, steam and hot water supply	12	3	0.3
					Romania	Construction	25	2	0.3
					Romania	Manufacture of food products and beverages	5	0	0.1
					Moldova	Agriculture	2	0	0
Armenia	Retail Trade	223	69	18.8	Armenia	Retail Trade	137	45	11.3
					Armenia	Agriculture	110	10	2.6
					Armenia	Fishing	86	10	1.7
					Armenia	Transport	50	0	1.4
					Armenia	Construction	69	15	1.3
					Armenia	Mining and Quarrying	19	3	0.3
					Armenia	Electricity, Gas and Water	5	0	0.1
Sweden	Public administration and defence services, compulsory social security services	259	39	18.8	Sweden	Public administration and defence, compulsory social security	200	14	10.7
					Sweden	Construction	102	35	4.8
					Sweden	Land transport, transport via pipelines	55	3	1.2
					Sweden	Air transport	23	1	0.7
					Sweden	Forestry, logging and related service activities	21	0	0.4
					Sweden	Agriculture, hunting and related service activities	17	0	0.3
					Sweden	Electricity, gas, steam and hot water supply	10	0	0.2
					Estonia	Air transport	17	1	0.2
					Denmark	Extr. of crude petroleum, natural gas etc.	3	0	0
